ssnn,target,vertical,weight,followers
tw,santicety,info,1,13
tw,santicinto,info,1,92
tw,santidagosta,retailer,1,118
tw,santifemenia,info,1,425
tw,santiflek,info,1,187
tw,santifregosi,info,1,162
tw,santifriend,hashtag,1,830
tw,santilo89,info,1,60
tw,santilopera2015,hashtag,1,779
tw,santipinto,info,1,3914
tw,santisamc,aseguradora,1,8
tw,santisueldo,info,1,10
tw,santisven,info,1,65
tw,"santtti_tba",hashtag,1,209
tw,santylauty,aseguradora,1,32
tw,sanyemilia,hashtag,1,432
tw,"saozinha_18",aseguradora,1,275
tw,sapoemprego,hashtag,1,3965
tw,sara164oliveira,aseguradora,1,79
tw,"sara_graca5",aseguradora,1,134
tw,"sara_nasa",aseguradora,1,542
tw,"sara_rebola",aseguradora,1,691
tw,saraar0ch,aseguradora,1,46
tw,saracosta1824,aseguradora,1,805
tw,saradiakhate28,aseguradora,1,203
tw,saraemrcno,aseguradora,1,103
tw,saraeomago,hashtag,1,132
tw,sarafcorreiaa,aseguradora,1,21
tw,sarafcpeixoto,aseguradora,1,259
tw,saraferreira186,aseguradora,1,172
tw,saragouveia03,aseguradora,1,51
tw,"sarah_yoonhak",hashtag,1,51
tw,sarahfreitas32,aseguradora,1,213
tw,sarahpayee,hashtag,1,1080
tw,saraodess,hashtag,1,411
tw,sarasilva1607,aseguradora,1,185
tw,saravilaca2,aseguradora,1,1428
tw,sarinha95,aseguradora,1,1886
tw,sarisivc,hashtag,1,136
tw,sarrow9578,aseguradora,1,395
tw,"satish_ssn",hashtag,1,267
tw,"saudi_ssn",hashtag,1,102
tw,saulalfred,hashtag,1,428
tw,saulrod03802429,hashtag,1,16
tw,"saurabh_ssn",hashtag,1,138
tw,sauvonsleclimat,aseguradora,1,767
tw,sayraj3,hashtag,1,0
tw,"sba_seguros",aseguradora,1,71
tw,"sbcp_paraiba",hashtag,1,0
tw,sbeatriz29,aseguradora,1,56
tw,sbntnz,info,1,48
tw,scabettu,info,1,141
tw,scaldano,info,1,173
tw,scanomatjenny,hashtag,1,85
tw,scanomatuk,hashtag,1,1498
tw,"scar_winchester",info,1,241
tw,schiaviseguros,aseguradora,1,73
tw,scholiadis,retailer,1,1563
tw,sclavijot,aseguradora,1,94
tw,scottmurray43,hashtag,1,1502
tw,screamingmd,hashtag,1,7487
tw,scrypticwriter,aseguradora,1,2461
tw,sdevincenzo,hashtag,1,1441
tw,sdevusio,info,1,402
tw,sds9699,hashtag,1,512
tw,sdurand105,hashtag,1,44
tw,sean1992sean,hashtag,1,141
tw,seanleicester1,hashtag,1,18
tw,sebabig,info,1,120
tw,sebacalderong,aseguradora,1,13
tw,sebacancinos,info,1,727
tw,sebacha,aseguradora,1,40428
tw,"sebacomba_",info,1,136
tw,sebadelbrutto,info,1,389
tw,"sebael_pepi",info,1,132
tw,sebai7,info,1,27
tw,sebaorea,info,1,47
tw,sebapanelati,info,1,22
tw,sebapromet,retailer,1,288
tw,sebarnr666,retailer,1,54
tw,sebasaal,info,1,593
tw,sebasbariloche,info,1,23
tw,sebascolombini,info,1,15
tw,sebasjunin,info,1,659
tw,sebaskro,aseguradora,1,97
tw,sebastempone,info,1,146140
tw,"sebastian_qc",info,1,30
tw,sebastianluca85,info,1,57
tw,sebaswar1,aseguradora,1,29
tw,sebconort,hashtag,1,87
tw,sebiba79,info,1,263
tw,secasuntospr,hashtag,1,10589
tw,secindef,hashtag,1,892
tw,secretgxmez,aseguradora,1,128
tw,seematweets,hashtag,1,1461
tw,segguromx,hashtag,1,3276
tw,segueebazababy,aseguradora,1,19
tw,segueoubazaaa,aseguradora,1,76
tw,segundo98920175,hashtag,1,30
tw,segurocaballos,hashtag,1,22
tw,segurodediscote,hashtag,1,83
tw,segurodejoyeria,hashtag,1,92
tw,segurodetaxi,hashtag,1,22
tw,seguropordias,hashtag,1,1423
tw,"seguros_aya",aseguradora,1,91
tw,"seguros_bilbao",hashtag,1,1448
tw,"seguros_insure",hashtag,1,14
tw,segurosdecoche0,hashtag,1,313
tw,segurosdefurgo,hashtag,1,13
tw,segurosedhierro,hashtag,1,113
tw,segurosharley,hashtag,1,129
tw,segurosnogal,hashtag,1,304
tw,segurosquad,hashtag,1,2
tw,segurosrys,hashtag,1,13
tw,segurossura,aseguradora,1,36032
tw,seguroswe,hashtag,1,839
tw,segurosybanca,hashtag,1,415145
tw,"segusan_seguros",hashtag,1,814
tw,"sel_and_bts",hashtag,1,614
tw,selenaditsy,hashtag,1,7
tw,selenaloveskpop,info,1,716
tw,semfyc,hashtag,1,21963
tw,semprelamateixa,hashtag,1,4871
tw,senimore53,info,1,187
tw,sennjorge,info,1,150
tw,senovaisficas,aseguradora,1,473
tw,sentiblankiazul,aseguradora,1,673
tw,senyperfavor,hashtag,1,82
tw,seobakengkgotso,hashtag,1,31
tw,seoprensa,aseguradora,1,2671
tw,sepulvedaaba,info,1,79
tw,"sequoia_mindset",aseguradora,1,114
tw,serafincastelo,hashtag,1,522
tw,serendipty77,aseguradora,1,1963
tw,"serg_toledo",info,1,108
tw,"serge_lon",aseguradora,1,1157
tw,"sergio_camoiras",hashtag,1,35
tw,"sergio_nuno15",aseguradora,1,169
tw,sergiobravov,aseguradora,1,865
tw,sergiocbustos,aseguradora,1,54
tw,sergioegomez,info,1,4777
tw,sergiofruto,info,1,1385
tw,sergiolubo,hashtag,1,53
tw,sergiorottens,info,1,380
tw,sergiosanti21,info,1,81
tw,sergiosousa48,aseguradora,1,214
tw,seriouslydred5,aseguradora,1,31
tw,serlaga,hashtag,1,915
tw,serogeid,aseguradora,1,936
tw,sersantucho,info,1,187
tw,"seun_dot",hashtag,1,2325
tw,sextete1899,hashtag,1,2003
tw,"sf_england",hashtag,1,100899
tw,sfdfom,aseguradora,1,648
tw,sfpconsult,hashtag,1,162
tw,"sft_consultores",hashtag,1,4034
tw,sgaloy,info,1,167
tw,sgmlily,aseguradora,1,121
tw,sgumbeze,hashtag,1,1634
tw,"shadowwhisper_4",hashtag,1,6
tw,shagilu,aseguradora,1,114
tw,shalibru,aseguradora,1,36
tw,sharanjit,hashtag,1,1633
tw,sharapaula,info,1,321
tw,sharomoncada,hashtag,1,2426
tw,sharonhuws,hashtag,1,789
tw,sheerheart92,aseguradora,1,158
tw,sheherazadem,aseguradora,1,71
tw,"shei_min_",hashtag,1,285
tw,"sheikh_domingo",hashtag,1,34
tw,"sherman_2955",info,1,308
tw,shhhhcalmaocrl,aseguradora,1,320
tw,shiaarbulu,hashtag,1,143
tw,shidorycaname2,hashtag,1,378
tw,shin66370,aseguradora,1,1002
tw,shinelabo,aseguradora,1,629
tw,shioruyang,aseguradora,1,255
tw,"shirley_degraff",hashtag,1,459
tw,shivilm,hashtag,1,72
tw,shiwakuchan1,hashtag,1,156
tw,shoppingenstgo,retailer,1,89
tw,shoredich,info,1,19
tw,shouzone,hashtag,1,243
tw,shuei1226,hashtag,1,121
tw,shxxyd,aseguradora,1,527
tw,sidonantony,aseguradora,1,3994
tw,siempreefese,hashtag,1,373
tw,sigenmelosbueno,hashtag,1,354
tw,sigortagundem,hashtag,1,7184
tw,sikonome,hashtag,1,740
tw,sil1748,retailer,1,347
tw,silasreal,info,1,209
tw,silentkry,aseguradora,1,4252
tw,silfavi,info,1,42
tw,silg27,info,1,42
tw,"silly_mosc",info,1,125
tw,silucre,info,1,105
tw,silvabeatrice,info,1,426
tw,"silvaelias_",aseguradora,1,300
tw,silvanaalonsook,info,1,379
tw,silvanapag,hashtag,1,187
tw,silvanapledesma,info,1,68
tw,silvanaslv,info,1,27
tw,silvanasosita,retailer,1,1449
tw,silvanuu09,aseguradora,1,137
tw,silvaoproprio,aseguradora,1,770
tw,silvercrosspr,aseguradora,1,1114
tw,silverherrera,info,1,286
tw,silviaartecona,info,1,19
tw,silviadiana1951,retailer,1,4334
tw,silviaguimor,hashtag,1,455
tw,silviala2,info,1,43
tw,silviamandowsky,info,1,182
tw,silviamar2012,hashtag,1,196
tw,silviarienzo,info,1,1627
tw,silviasc28,hashtag,1,706
tw,silviatavares00,aseguradora,1,1151
tw,silviaturosky,info,1,230
tw,silvielz,info,1,155
tw,silvinacn,aseguradora,1,255
tw,silviomargoni,hashtag,1,1542
tw,silvitagonzalez,info,1,614
tw,silvrib,aseguradora,1,703
tw,simaoccorreia,aseguradora,1,391
tw,simaopasilva,aseguradora,1,133
tw,simon1703,hashtag,1,380
tw,simontblackburn,hashtag,1,344
tw,sinethemba900,hashtag,1,201
tw,sinfronterasavv,hashtag,1,4
tw,"sintabu_ok",info,1,35
tw,siobhnomorain,info,1,23
tw,sirdavestephen,hashtag,1,3390
tw,siriaar,hashtag,1,781
tw,siskillo87,aseguradora,1,243
tw,sissypq,info,1,263
tw,sistemaparapas,info,1,296
tw,sivansmoothie,aseguradora,1,865
tw,sixcorredoria,hashtag,1,106
tw,"sj_mw_gi",hashtag,1,366
tw,sjazmin98,hashtag,1,23
tw,sjovasquez,aseguradora,1,133
tw,skalrockblock,aseguradora,1,206
tw,skau61,hashtag,1,3577
tw,skiipen,hashtag,1,15
tw,sky1948,aseguradora,1,698
tw,skyredwalker,retailer,1,179
tw,slipcasecom,hashtag,1,3777
tw,"smallcanadian_",hashtag,1,1599
tw,smileyrgivisas1,hashtag,1,306
tw,"sms_qbe",hashtag,1,179
tw,smurcianadolor,hashtag,1,105
tw,snalvarez,info,1,42
tw,sngular,hashtag,1,3343
tw,"snipe_lisle",aseguradora,1,2824
tw,snisnik,info,1,344
tw,snowicesuga,hashtag,1,137
tw,"snw_seek",hashtag,1,63
tw,snyper26247905,hashtag,1,12
tw,soccercoach2,hashtag,1,5952
tw,socpato,info,1,541
tw,"soeur_malgosia",aseguradora,1,173
tw,"sofaraway_myg",hashtag,1,2027
tw,sofia58892710,aseguradora,1,38
tw,"sofia_costa00",aseguradora,1,107
tw,"sofia_sousa05",aseguradora,1,1298
tw,sofiaadiias,aseguradora,1,438
tw,sofiaafonso13,aseguradora,1,203
tw,sofiaapinhoo,aseguradora,1,982
tw,sofiabmoreira,aseguradora,1,413
tw,sofiacarvalhob,aseguradora,1,239
tw,sofiaddaa2,aseguradora,1,143
tw,sofiaferreira77,aseguradora,1,150
tw,"sofiaguedes_1d",aseguradora,1,401
tw,sofiamarques06,aseguradora,1,24
tw,sofiao002,aseguradora,1,144
tw,sofiapinto199,aseguradora,1,65
tw,sofiarmsantos,aseguradora,1,721
tw,sofiasatu,info,1,172
tw,sofiatmachado,aseguradora,1,416
tw,soficeles23,info,1,2
tw,sofigallinal,retailer,1,150
tw,sofiiramirez350,info,1,253
tw,sofipetc,info,1,81
tw,sofischiavo,aseguradora,1,284
tw,sofitofi01,info,1,68
tw,sofsparente,aseguradora,1,424
tw,sofss141,aseguradora,1,42
tw,sofssu5,aseguradora,1,703
tw,sofszz,aseguradora,1,1006
tw,softdowoos,hashtag,1,74
tw,sofyapiki,retailer,1,59
tw,sofylena,aseguradora,1,64
tw,sogno74,aseguradora,1,812
tw,solangestellam,aseguradora,1,3248
tw,solchys,info,1,771
tw,soldatdoccident,aseguradora,1,1342
tw,soldigiorno,retailer,1,1084
tw,soledad75470694,info,1,674
tw,soledadmatas3,info,1,64
tw,solefattori,info,1,704
tw,solelamexi,info,1,0
tw,soleoza,retailer,1,194
tw,"soles_m",info,1,123
tw,soletbor,info,1,13
tw,solidariort,retailer,1,4144
tw,soljuarez2010,info,1,87
tw,solmaber,hashtag,1,93
tw,solmartinez1,info,1,286
tw,soloascenso,hashtag,1,55172
tw,solomimirada,aseguradora,1,1001
tw,solpires,hashtag,1,1022
tw,solrodr13968887,hashtag,1,51
tw,solschwerdt,retailer,1,186
tw,sombrasturquesa,hashtag,1,551
tw,somewhereinpt,aseguradora,1,670
tw,somosabanca,hashtag,1,10175
tw,somosrwanda,info,1,252
tw,"sonia_storani",info,1,743
tw,soniasimmons18,hashtag,1,2501
tw,sonic06113329,info,1,28
tw,sonicgauch,info,1,177
tw,sonyamorin02,aseguradora,1,6
tw,soolmarina,retailer,1,338
tw,soon2bagrey,aseguradora,1,211
tw,sophiabis,aseguradora,1,147
tw,"sophias___",aseguradora,1,108
tw,sophiasgalaxy,hashtag,1,9731
tw,"sophie_dstp",aseguradora,1,980
tw,"sora__1117",hashtag,1,223
tw,soraia112,aseguradora,1,255
tw,"soraia_castro6",aseguradora,1,825
tw,soraiaa1921,aseguradora,1,67
tw,soraiaifc,aseguradora,1,320
tw,sordook,info,1,39
tw,"soria_beatriz",aseguradora,1,54
tw,sosa2raw,hashtag,1,225
tw,souabiaaa,aseguradora,1,34
tw,souaestevao,aseguradora,1,558
tw,soualarayo,aseguradora,1,642
tw,soualeminhos,aseguradora,1,119
tw,souapintada,aseguradora,1,700
tw,souapupina,aseguradora,1,89
tw,souaresende,aseguradora,1,566
tw,soubaixademais,aseguradora,1,866
tw,soueuamariana,aseguradora,1,1670
tw,sousa1507,aseguradora,1,836
tw,sousa32vs,aseguradora,1,200
tw,"sousaa_23",aseguradora,1,266
tw,"sousaa_ingrid",aseguradora,1,153
tw,sousalennox,hashtag,1,647
tw,souverainquebec,aseguradora,1,1617
tw,"soy_tu_bro",hashtag,1,328
tw,soycarlosnestor,hashtag,1,1918
tw,soychanelgm,hashtag,1,10404
tw,soyjfmc,aseguradora,1,791
tw,soykidh,retailer,1,812
tw,soylavocera,aseguradora,1,14
tw,soymariaiglesia,info,1,2494
tw,soymaur0,info,1,109
tw,soypabloagustin,info,1,4
tw,soypanchoale,hashtag,1,273
tw,soypatoocampo,info,1,1831
tw,soyromimedina,aseguradora,1,13
tw,soyrosamorel,hashtag,1,4154
tw,soytumomia,aseguradora,1,1800
tw,soytumujer,retailer,1,66
tw,"soytupadre_sito",aseguradora,1,54
tw,soyvickyta,info,1,669
tw,soyyarena,aseguradora,1,1643
tw,spaakua,aseguradora,1,383
tw,spadillarolon,retailer,1,64
tw,spaezs1,hashtag,1,981
tw,sparejagarcia,hashtag,1,587
tw,sparklebitchtwo,aseguradora,1,595
tw,spartanmunich,aseguradora,1,1016
tw,spfromsp,info,1,898
tw,spicy763,aseguradora,1,710
tw,spicysama,hashtag,1,281
tw,spiritstalker,hashtag,1,473
tw,spitfirechef822,aseguradora,1,1540
tw,splth32,aseguradora,1,181
tw,"spooky_013",info,1,857
tw,"sportin_global",hashtag,1,240
tw,"sportiva_es",hashtag,1,380
tw,"spotlight_feed",aseguradora,1,0
tw,sprazeres01,aseguradora,1,320
tw,squalus,hashtag,1,4310
tw,sra58v,hashtag,1,355
tw,sralandantas,hashtag,1,1346
tw,sranaz,info,1,37
tw,"sranesbit_bly",hashtag,1,233
tw,srdcolima,hashtag,1,38
tw,srdiogenes,aseguradora,1,263
tw,srgiobrito3,hashtag,1,448
tw,srilwan07,hashtag,1,44
tw,srmickelsen,hashtag,1,77
tw,srmooreresearch,hashtag,1,198
tw,srpinchudo,info,1,505
tw,srsandror,hashtag,1,284
tw,srtalarissaac,aseguradora,1,738
tw,srwickedl,hashtag,1,417
tw,ssarelvis67,hashtag,1,1716
tw,sseijas,info,1,1176
tw,ssemmartin,info,1,626
tw,ssexomixees,hashtag,1,28
tw,"ssn_753",hashtag,1,292
tw,"ssn_8885",hashtag,1,67
tw,"ssn_christ",hashtag,1,279
tw,"ssn_gntm",hashtag,1,59
tw,"ssn_mi",hashtag,1,1
tw,"ssn_ryry",hashtag,1,15
tw,"ssn_tube_25",hashtag,1,119
tw,ssnmaine,hashtag,1,56
tw,ssnpodcast,hashtag,1,452
tw,sssalud,info,1,9363
tw,ssvisomblain,aseguradora,1,198
tw,"st0p_w4tch",aseguradora,1,205
tw,staciiimarie,hashtag,1,325
tw,staes15,hashtag,1,24
tw,stagiraswarrior,aseguradora,1,379
tw,stalingradofc,hashtag,1,2579
tw,stalkerdatuatl,aseguradora,1,901
tw,stanfordwbbblog,aseguradora,1,1024
tw,stanjungkute,hashtag,1,479
tw,"stardivarius_",aseguradora,1,4210
tw,stargroupcicali,hashtag,1,33
tw,stdonatus,aseguradora,1,105
tw,steffapau,info,1,226
tw,stellacolombo50,hashtag,1,3099
tw,stenier1,hashtag,1,1815
tw,stensolli,hashtag,1,2104
tw,stephiefigueroa,hashtag,1,171
tw,stephielefebvre,hashtag,1,259
tw,stephlleclerc,aseguradora,1,71
tw,stephtarin,hashtag,1,774
tw,stfubitch24,aseguradora,1,168
tw,stlfan64,aseguradora,1,571
tw,stokiepoe,hashtag,1,68
tw,stopmariagehomo,aseguradora,1,25885
tw,stornati,info,1,178
tw,stpeterdamian1,aseguradora,1,299
tw,stratomaty,info,1,159
tw,streetnewsau,hashtag,1,5538
tw,stvenne,aseguradora,1,2519
tw,"suar_fabian",aseguradora,1,256
tw,suarezdomins,hashtag,1,2909
tw,suarezpedromai,info,1,73
tw,subdegobgranada,hashtag,1,1164
tw,suburuabdulai,hashtag,1,545
tw,succubusraven,hashtag,1,818
tw,sugus1963,info,1,124
tw,sumedinaok,aseguradora,1,736
tw,suoemcordoba,aseguradora,1,5387
tw,supantequera,hashtag,1,64
tw,superalitita,aseguradora,1,5160
tw,superekud,retailer,1,803
tw,supernetball,hashtag,1,6739
tw,suptorrembenalm,hashtag,1,101
tw,surgiu,hashtag,1,2550
tw,susam02,info,1,297
tw,"susan_bell1212",hashtag,1,5289
tw,susanaolympia,aseguradora,1,3052
tw,susapuca1,info,1,213
tw,susolamente,hashtag,1,241
tw,svempis,hashtag,1,1313
tw,svenzano,info,1,359
tw,swagborski,hashtag,1,676
tw,"swan_g",info,1,29
tw,swedishharten,hashtag,1,272
tw,"sweet_summer7",aseguradora,1,281
tw,sweetlovedancer,aseguradora,1,479
tw,sweetpopcorn16,aseguradora,1,608
tw,sweetsheilagirl,aseguradora,1,72
tw,sweetypieandrea,info,1,413
tw,swinepop3,aseguradora,1,73
tw,swingtradeasx,hashtag,1,681
tw,syadigital,info,1,357
tw,sybilla1201,info,1,1378
tw,syd312,info,1,92
tw,sylchebi,info,1,2897
tw,sylviagomezt2,hashtag,1,13609
tw,sylvieguindon,aseguradora,1,649
tw,synnertvs,hashtag,1,723
tw,systechsa,info,1,95
tw,"syukri_ssn",hashtag,1,1149
tw,szlayane,aseguradora,1,423
tw,"t_casabianca",aseguradora,1,168
tw,"ta_sensei227",hashtag,1,36
tw,tabacs9,aseguradora,1,2
tw,"taborda_nico",info,1,8
tw,tabordadai,info,1,223
tw,tabrachor1,hashtag,1,27
tw,tachenko10,hashtag,1,158
tw,tacosdeltioleo,info,1,190
tw,"taebubbles_",hashtag,1,1313
tw,taestanji,hashtag,1,1073
tw,taetaehbae,hashtag,1,187
tw,tafodaartolas,aseguradora,1,1290
tw,taipingprashant,hashtag,1,212
tw,talivan31582,retailer,1,92
tw,tallespos,info,1,3671
tw,tamarac01351923,info,1,40
tw,tamidalmadi,info,1,219
tw,tamitlevat2,hashtag,1,49
tw,tamyfilipa,aseguradora,1,58
tw,tana15353215,hashtag,1,379
tw,taniaelenalimo1,aseguradora,1,12
tw,taniiadiascosta,aseguradora,1,1089
tw,"tano_dibella",info,1,203
tw,tanobellomo,info,1,207
tw,tanobigmac,info,1,419
tw,tantemaguy,aseguradora,1,36
tw,tanverii,info,1,816
tw,tanyadepoli,aseguradora,1,259
tw,"tapia_m",info,1,92
tw,tapiajimena,info,1,303
tw,taqualquermerda,aseguradora,1,219
tw,tarisaran,hashtag,1,31
tw,tasavertou,aseguradora,1,435
tw,tasmalcircula,aseguradora,1,365
tw,tasparvooq,aseguradora,1,135
tw,tat180,aseguradora,1,439
tw,tataossw,info,1,404
tw,tatbarrientos,aseguradora,1,466
tw,tati1988rojas,aseguradora,1,422
tw,"tati_pires26",aseguradora,1,444
tw,tatiana45398726,aseguradora,1,45
tw,tatianaagaspar,aseguradora,1,27
tw,tatiiiprincesa,aseguradora,1,164
tw,"tatita_81",info,1,460
tw,tats1229,aseguradora,1,1286
tw,tatuadoresmv,hashtag,1,59
tw,"tatyana_gomes24",aseguradora,1,1166
tw,tatysoares9,aseguradora,1,1218
tw,taunustrek,info,1,811
tw,tavoayala,hashtag,1,1370
tw,taxablekeys,hashtag,1,68
tw,tayshoo,info,1,10278
tw,tb12312,hashtag,1,81
tw,tbavaresco,hashtag,1,1001
tw,tchibeck,aseguradora,1,1552
tw,tcradioo,aseguradora,1,906
tw,tdnlyz,hashtag,1,23
tw,teamdrizzybabes,aseguradora,1,552
tw,teammelenudo,hashtag,1,1476
tw,"teatrode_laotra",hashtag,1,59
tw,tebo2013,retailer,1,54
tw,"techreview_es",hashtag,1,21445
tw,tecladoinfo,hashtag,1,559
tw,tecnicosegurida,hashtag,1,32
tw,tecniservicios3,aseguradora,1,1071
tw,teestoyleyendo,aseguradora,1,82
tw,teficardone95,info,1,35
tw,"tefy_uhara",retailer,1,6
tw,teixa14,aseguradora,1,345
tw,telcel,aseguradora,1,953494
tw,telefonoespecan,hashtag,1,237
tw,telleesz,aseguradora,1,282
tw,tencelcarvalho,hashtag,1,102
tw,tenentemallamo,aseguradora,1,98
tw,tenhomuitafomee,aseguradora,1,857
tw,tenhospfome,aseguradora,1,515
tw,tennisplayerarg,info,1,508
tw,tense78,info,1,173
tw,tentonip,info,1,73
tw,teodorofc,aseguradora,1,8616
tw,teoflores1990,hashtag,1,590
tw,"tere_beia",info,1,1240
tw,terecasilda,info,1,542
tw,terefaisal,info,1,422
tw,teresa7m1,hashtag,1,54
tw,"teresa_dss",hashtag,1,1014
tw,teresabastos7,aseguradora,1,576
tw,teresalouzeiro,aseguradora,1,320
tw,tessierf171,aseguradora,1,480
tw,tessisi,retailer,1,21
tw,testhostyrone,hashtag,1,1474
tw,tetevinuesa,hashtag,1,2735
tw,"tetogaleano_16",aseguradora,1,84
tw,textoyfilosofia,hashtag,1,125670
tw,tezeqielr,aseguradora,1,4
tw,tfernandez05,aseguradora,1,192
tw,tfourcade,info,1,386
tw,th3rdking,hashtag,1,126
tw,"tha_ernyross",hashtag,1,137
tw,thatguynamedjc,hashtag,1,1768
tw,the0x4,info,1,351
tw,"the_black_noise",info,1,446
tw,"the_cheick01",aseguradora,1,642
tw,"the_mentalyst",hashtag,1,6463
tw,"the_nifemi",hashtag,1,17824
tw,"the_scream_666",hashtag,1,553
tw,thearcher94,hashtag,1,466
tw,theatharis,aseguradora,1,3178
tw,theausinstitute,hashtag,1,17124
tw,thebox001,hashtag,1,4290
tw,"thecat_arg",info,1,186
tw,thegopjesus,hashtag,1,8870
tw,thehead44,hashtag,1,217
tw,thejavierman,info,1,179
tw,thenorman8,aseguradora,1,24
tw,theofornes05,hashtag,1,82
tw,theovicro,aseguradora,1,823
tw,thepilotslifeyt,retailer,1,502
tw,thereisonlynow7,info,1,22
tw,theresly,hashtag,1,17751
tw,thibautszn,hashtag,1,963
tw,thibisay0201,hashtag,1,6016
tw,thibodeau,aseguradora,1,823
tw,thinkpuertorico,hashtag,1,7233
tw,thinktwice2018,hashtag,1,139
tw,thomasariyibi,hashtag,1,55
tw,thomasc16283619,hashtag,1,116
tw,thomasnunes90,aseguradora,1,570
tw,"thorel_jean",aseguradora,1,1408
tw,threefivetum,hashtag,1,33
tw,tiago40440042,aseguradora,1,47
tw,tiagomarinho002,aseguradora,1,18
tw,tiagoocandeias,aseguradora,1,259
tw,tiagopeixoto5,aseguradora,1,339
tw,tiagopinto10,aseguradora,1,118
tw,tianoruoficial,info,1,260
tw,tiapimpo,info,1,84
tw,tibisayamaya,hashtag,1,57
tw,"tiempo_joventut",hashtag,1,813
tw,tiempoextra10,aseguradora,1,2758
tw,"tierras_del_sur",info,1,696
tw,tifoideano,info,1,92
tw,tigeprocyshyn,aseguradora,1,242
tw,tikismikicho,aseguradora,1,182
tw,"timmy_turner100",hashtag,1,889
tw,"timo_utd",hashtag,1,3434
tw,timothyogbole4,hashtag,1,278
tw,tincho5015,info,1,264
tw,"tincho_taylor",retailer,1,170
tw,tinchojohn,info,1,166
tw,tinchosbg,info,1,159
tw,tinisurferqueen,info,1,76
tw,tintilaymarcelo,info,1,348
tw,tiojose33,info,1,107
tw,tirzha,aseguradora,1,4754
tw,titapuig,info,1,403
tw,titibertolotti,info,1,268
tw,titoeri,info,1,55
tw,titominas,info,1,6
tw,tituiarespr,hashtag,1,88
tw,titusesqu,retailer,1,78
tw,tiwa88tiwa,hashtag,1,119
tw,tixaaa3,aseguradora,1,158
tw,tixabraga,aseguradora,1,74
tw,tlsolari,info,1,467
tw,tmarina5,hashtag,1,1056
tw,tn5telenoticias,hashtag,1,108602
tw,tnayibquezalte,hashtag,1,372
tw,tnfnewsng,hashtag,1,25
tw,tochimochi5,hashtag,1,821
tw,todoensanfelipe,hashtag,1,16306
tw,tofol1914,aseguradora,1,408
tw,"tokareva_ana",aseguradora,1,367
tw,"tomas_amerio00",info,1,110
tw,"tomas_rodrlguez",retailer,1,84
tw,tomasalberto100,info,1,80
tw,tomascatalin,info,1,1208
tw,tomasheredia,info,1,17495
tw,tomasito1234,info,1,2412
tw,tomaslif95,info,1,4
tw,tomasmansilla04,hashtag,1,81
tw,tomdiemer,aseguradora,1,409
tw,tomeosebastian,retailer,1,126
tw,"tomibauer_",info,1,370
tw,tomidreller,info,1,1702
tw,tomktemp,info,1,39
tw,tomles,info,1,2442
tw,tomlopezmolina,retailer,1,736
tw,tommogirl18,aseguradora,1,164
tw,"tommy__hamilton",hashtag,1,1565
tw,tomybarrient0s,info,1,266
tw,tomyguija,aseguradora,1,276
tw,tonamoises,hashtag,1,17
tw,tonarinokinchan,hashtag,1,286
tw,toni00023,hashtag,1,62
tw,"tonialvarez_6",hashtag,1,588
tw,tonirocat,hashtag,1,81
tw,"tony_locksmiths",hashtag,1,2964
tw,toocozy4u,aseguradora,1,415
tw,topaciotop,aseguradora,1,93
tw,toralesivan,aseguradora,1,916
tw,torrealbajorgel,hashtag,1,536
tw,torrejonmapfre,hashtag,1,157
tw,torsasvi,hashtag,1,227
tw,tortubol,info,1,1293
tw,totoferre,retailer,1,28
tw,totomayer,aseguradora,1,431
tw,"totosaki_kikaku",hashtag,1,10
tw,touocupada,aseguradora,1,1395
tw,tourcontrasteny,info,1,704
tw,"toye_xo",hashtag,1,1616
tw,trabajoarbot,info,1,4463
tw,tracyleedbn,hashtag,1,213
tw,tradicionfp,hashtag,1,200
tw,tradingcarp,info,1,65
tw,transaguila1,aseguradora,1,7
tw,traveller752012,info,1,10
tw,travelreportmx,hashtag,1,378763
tw,tremblaypierre,aseguradora,1,818
tw,tresher2,retailer,1,2835
tw,"trh_wandc",aseguradora,1,3208
tw,"trhk___ssn",hashtag,1,20
tw,tribilintoby,aseguradora,1,1119
tw,"tribuna_peru",aseguradora,1,291
tw,tricicloperucn,aseguradora,1,81
tw,"trilho_tania",aseguradora,1,44
tw,trilobitehomo,info,1,60
tw,trinacrie,aseguradora,1,1993
tw,trinity23182642,aseguradora,1,45
tw,tripdarlinq,hashtag,1,6539
tw,triperowolf,info,1,97
tw,triplehachece,info,1,266
tw,triyin,hashtag,1,516
tw,trokball,info,1,1438
tw,trollhunterred2,hashtag,1,7219
tw,troppoonta,hashtag,1,1025
tw,"trovador_helm",hashtag,1,91
tw,trunfiodomenico,aseguradora,1,315
tw,"trustbiebs_",aseguradora,1,1032
tw,tshikapa01,aseguradora,1,15210
tw,tsuare,hashtag,1,275
tw,tsunamioflove,info,1,435
tw,ttamdav,hashtag,1,256
tw,ttaragui,info,1,91
tw,tuarezelias,hashtag,1,233
tw,tucanahr,hashtag,1,155
tw,tucumanom,hashtag,1,200
tw,tukagonzalez,info,1,977
tw,tunanta4,aseguradora,1,220
tw,tunero08,hashtag,1,109
tw,turboyucas,aseguradora,1,365
tw,turisargentina,info,1,11767
tw,turkovla,info,1,216
tw,tutipignataro,info,1,90
tw,"tuwey_amos",hashtag,1,1875
